# MANUALLY MANAGED - admitted WIP retail data census, including unclassified gaps.
# Seed/audit tooling writes build/retail-seed only; review and edit this file by hand.
# Each address is qualified by image because GAME.EXE and OPEN.EXE are separate overlays.
# Defined rows plus unclassified gaps account for every byte of every loaded payload.
image	va	file_offset	size	kind	confidence	name	datatype	provenance	note
OPEN.EXE	0x8002f1eb	0x1d9eb	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <鑒!$!
OPEN.EXE	0x8002f217	0x1da17	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <鎔!$!
OPEN.EXE	0x8002f22c	0x1da2c	0x34	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8002f5b1	0x1ddb1	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 3!$!
OPEN.EXE	0x8002f62f	0x1de2f	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: '!\x20\x20
OPEN.EXE	0x8002f673	0x1de73	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: '!(\x20
OPEN.EXE	0x8002f7d7	0x1dfd7	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <|tB瑚
OPEN.EXE	0x8002f7ef	0x1dfef	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <|t"""
OPEN.EXE	0x8002f82d	0x1e02d	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: ?C0%
OPEN.EXE	0x8002f87b	0x1e07b	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <|t\x20
OPEN.EXE	0x8002fa9d	0x1e29d	0x6	string	byte-pattern		ascii	investigation:string-census	escaped text: #c$!0C
OPEN.EXE	0x8002fd9b	0x1e59b	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: <P#B$
OPEN.EXE	0x8002fea3	0x1e6a3	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <hw\x20
OPEN.EXE	0x8002feaf	0x1e6af	0x4	string	byte-pattern		ascii	investigation:string-census	"escaped text: <`w"""
OPEN.EXE	0x8002ff03	0x1e703	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <(稗瑚
OPEN.EXE	0x8002ff2f	0x1e72f	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <`wB
OPEN.EXE	0x8002ff47	0x1e747	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <(稗瑚
OPEN.EXE	0x8002ff83	0x1e783	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <(払瑚
OPEN.EXE	0x8002ffb3	0x1e7b3	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <(払瑚
OPEN.EXE	0x8002ffe3	0x1e7e3	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <(払瑚
OPEN.EXE	0x8003001c	0x1e81c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8003002c	0x1e82c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8003004c	0x1e84c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8003005c	0x1e85c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8003006c	0x1e86c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8003007c	0x1e87c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8003008c	0x1e88c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8003009c	0x1e89c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800300ac	0x1e8ac	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800300bc	0x1e8bc	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800300cc	0x1e8cc	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800300dc	0x1e8dc	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800300ec	0x1e8ec	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800300fc	0x1e8fc	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8003010c	0x1e90c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8003011c	0x1e91c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8003012c	0x1e92c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8003013c	0x1e93c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8003014c	0x1e94c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8003015c	0x1e95c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8003016c	0x1e96c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8003017c	0x1e97c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8003018c	0x1e98c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x8003019c	0x1e99c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800301ac	0x1e9ac	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800301bc	0x1e9bc	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800301dc	0x1e9dc	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800301ec	0x1e9ec	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800301fc	0x1e9fc	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800303dc	0x1ebdc	0x8	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x80030a42	0x1f242	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 0&!\x20
OPEN.EXE	0x80030a87	0x1f287	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: $!0\x20
OPEN.EXE	0x80030bc3	0x1f3c3	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 4!8`
OPEN.EXE	0x80030c37	0x1f437	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 4#(H
OPEN.EXE	0x800311b6	0x1f9b6	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: J%!(
OPEN.EXE	0x8003160a	0x1fe0a	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: B$!\x20
OPEN.EXE	0x80031e49	0x20649	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 0!$!
OPEN.EXE	0x80031e65	0x20665	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 0!$!
OPEN.EXE	0x80031f8b	0x2078b	0x8	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <炙ъ!謂
OPEN.EXE	0x80032095	0x20895	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: ,!$!
OPEN.EXE	0x800320b5	0x208b5	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: ,!$!
OPEN.EXE	0x800320d9	0x208d9	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: ,!$!
OPEN.EXE	0x8003213f	0x2093f	0x6	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <舩B呉
OPEN.EXE	0x8003223d	0x20a3d	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: ,!$!
OPEN.EXE	0x80032251	0x20a51	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: ,!$!
OPEN.EXE	0x80032265	0x20a65	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: ,!$!
OPEN.EXE	0x800323ad	0x20bad	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: ?B0%
OPEN.EXE	0x80032680	0x20e80	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x80032687	0x20e87	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <pw$
OPEN.EXE	0x800326a3	0x20ea3	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <pwъ
OPEN.EXE	0x800326c7	0x20ec7	0x5	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <pwъ
OPEN.EXE	0x800326d7	0x20ed7	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: <pw#
OPEN.EXE	0x80033edb	0x226db	0x7	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <徼B劇9
OPEN.EXE	0x8003420b	0x22a0b	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: <UUB4
OPEN.EXE	0x8003422b	0x22a2b	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: <UUB4
OPEN.EXE	0x8003424b	0x22a4b	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: <UUB4
OPEN.EXE	0x800343b3	0x22bb3	0x7	string	byte-pattern		shift_jis	investigation:string-census	escaped text: <徼B劇9
OPEN.EXE	0x800346e1	0x22ee1	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: q!$!
OPEN.EXE	0x8003475f	0x22f5f	0x6	string	byte-pattern		ascii	investigation:string-census	escaped text: <,r!$!
OPEN.EXE	0x800349c7	0x231c7	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: $!(\x20
OPEN.EXE	0x80034a2b	0x2322b	0x5	string	byte-pattern		ascii	investigation:string-census	escaped text: <01B$
OPEN.EXE	0x80034cf9	0x234f9	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: 6!$!
OPEN.EXE	0x800351fa	0x239fa	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: s&!\x20
OPEN.EXE	0x800352a0	0x23aa0	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800352b0	0x23ab0	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800352c0	0x23ac0	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800354f0	0x23cf0	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800354f4	0x23cf4	0x1dc	data	reviewed	opening_scene0_camera_path	KfCameraPathPoint[17]	manual:open_semantic_opening_scene0	seventeen-point scene-0 camera path ending in the x=-1 sentinel
OPEN.EXE	0x800356d0	0x23ed0	0x54	data	reviewed	opening_scene3_camera_path	KfCameraPathPoint[3]	manual:open_semantic_opening_scene3	three-point scene-3 camera path ending in the x=-1 sentinel
OPEN.EXE	0x80035724	0x23f24	0xfc	data	reviewed	opening_ending_camera_path	KfCameraPathPoint[9]	manual:open_semantic_opening_ending_scene	nine-point ending camera path ending in the x=-1 sentinel
OPEN.EXE	0x80035820	0x24020	0x54	data	reviewed	opening_ending_scroll_camera_path	KfCameraPathPoint[3]	manual:open_semantic_ending_scroll	two camera points and complete sentinel; begin/step record extent
OPEN.EXE	0x80035874	0x24074	0x4	data	reviewed	opening_scene0_sound	SoundRef	manual:open_semantic_opening_scene0	packed program 9, tone 0, note 0x43 sound reference plus alignment byte
OPEN.EXE	0x80035878	0x24078	0x10	data	reviewed	opening_scene3_overlay_rects	u16[2][4]	manual:open_semantic_opening_scene3	two mutable overlay rectangles with initial y positions 256 and 512
OPEN.EXE	0x80035888	0x24088	0x48	data	reviewed	opening_ending_scroll_panels	u16[9][4]	manual:open_semantic_ending_scroll	nine mutable eight-byte panel rectangles; signed y read at final row+2 and unsigned visibility window
OPEN.EXE	0x800358d0	0x240d0	0x10	unclassified	coverage-gap			payload-complement	bytes following the nine ending-scroll panels and preceding the floor-item sprite table; ownership unresolved
OPEN.EXE	0x800358e0	0x240e0	0x54	defined	reviewed	floor_item_sprites	KfSpriteQuad[7]	manual:open_semantic_floor_item_render	seven 12-byte sprite descriptors; renderer indexes by item id plus animation frame
OPEN.EXE	0x80035934	0x24134	0x10	unclassified	coverage-gap			payload-complement	non-sprite bytes following the seven-record working table extent; ownership unresolved
OPEN.EXE	0x80035944	0x24144	0xa0	defined	reviewed	color_matrix_table	MATRIX[5]	manual:open_semantic_render_init	five 32-byte colour-matrix presets selected directly or through lighting_set_active_color_matrix
OPEN.EXE	0x800359e4	0x241e4	0x20	defined	reviewed	floor_item_light_matrix	MATRIX	manual:open_semantic_entity_traversal	initialized light preset passed to SetLightMatrix before the floor-item pass
OPEN.EXE	0x80035a04	0x24204	0x80	unclassified	coverage-gap			payload-complement	LIBCD callback-state region following the separate light MATRIX; ownership remains unresolved
OPEN.EXE	0x80035a84	0x24284	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035a88	0x24288	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035a8c	0x2428c	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035a90	0x24290	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035a94	0x24294	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035a98	0x24298	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035a9c	0x2429c	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035aa0	0x242a0	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035aa4	0x242a4	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035aa8	0x242a8	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035aac	0x242ac	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035ab0	0x242b0	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035ab4	0x242b4	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035ab8	0x242b8	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035abc	0x242bc	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035ac0	0x242c0	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035ac4	0x242c4	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035ac8	0x242c8	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035acc	0x242cc	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035ad0	0x242d0	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035ad4	0x242d4	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035ad8	0x242d8	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035adc	0x242dc	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035ae0	0x242e0	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035ae4	0x242e4	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035ae8	0x242e8	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035aec	0x242ec	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035af0	0x242f0	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035af4	0x242f4	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035af8	0x242f8	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035afc	0x242fc	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035b00	0x24300	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035b04	0x24304	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035b08	0x24308	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035b0c	0x2430c	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035b10	0x24310	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035b14	0x24314	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035b18	0x24318	0x180	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x80035c98	0x24498	0x2	defined	ghidra-defined		undefined2	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035c9a	0x2449a	0x2	defined	ghidra-defined		undefined2	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035c9c	0x2449c	0xc	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x80035ca8	0x244a8	0x2	defined	ghidra-defined		undefined2	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035caa	0x244aa	0x2	defined	ghidra-defined		undefined2	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035cac	0x244ac	0x2c	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x80035cd8	0x244d8	0x4	defined	ghidra-defined		undefined4	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x80035cdc	0x244dc	0x4e0	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800361bc	0x249bc	0x4	defined	ghidra-defined		undefined4	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x800361c0	0x249c0	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800361c4	0x249c4	0x4	defined	ghidra-defined		undefined4	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x800361c8	0x249c8	0x4	defined	ghidra-defined		undefined4	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x800361cc	0x249cc	0x26b	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x80036437	0x24c37	0x1f	string	byte-pattern		ascii	investigation:string-census	escaped text: \t|\tv\to\ti\tb\t\\\tU\tO\tI\tC\t<\t6\t0\t*\t$\t
OPEN.EXE	0x80036456	0x24c56	0x82	unclassified	coverage-gap			payload-complement	padding or unclassified SDK data before LIBGTE MTX state
OPEN.EXE	0x800364d8	0x24cd8	0x4	data	cross-overlay-sdk-lineage	libgte_mtx_saved_ra	u32	config/evidence/overlay_lineage.tsv	LIBGTE MTX private error-path return-address save
OPEN.EXE	0x800364dc	0x24cdc	0x8	unclassified	coverage-gap			payload-complement	padding between LIBGTE MTX private objects
OPEN.EXE	0x800364e4	0x24ce4	0x4	data	cross-overlay-sdk-lineage	libgte_mtx_stack_offset	s32	config/evidence/overlay_lineage.tsv	byte offset into the 20-entry matrix stack
OPEN.EXE	0x800364e8	0x24ce8	0x280	data	cross-overlay-sdk-lineage	libgte_mtx_stack	MATRIX[20]	config/evidence/overlay_lineage.tsv	20 entries of 0x20 bytes, bounded by PushMatrix's 0x280 check and following error string
OPEN.EXE	0x80036768	0x24f68	0x2f	string	byte-pattern		ascii	investigation:string-census	escaped text: Error: Can't push matrix,stack(max 20) is full!
OPEN.EXE	0x80036797	0x24f97	0x2	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x80036799	0x24f99	0x27	string	byte-pattern		ascii	investigation:string-census	escaped text: Error: Can't pop matrix,stack is empty!
OPEN.EXE	0x800367c0	0x24fc0	0x2	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800367c2	0x24fc2	0x21	string	byte-pattern		ascii	investigation:string-census	escaped text: This function is not implemented.
OPEN.EXE	0x800367e3	0x24fe3	0x5	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800367e8	0x24fe8	0x800	array	reviewed	rsin_tbl	s16[1024]	manual:psyq_rsin_table	Sony LIBGTE.LIB/GEO.OBJ .data+0; complete 1024-entry quarter-wave table; SDK XDEF and exact payload; signed halfword consumers
OPEN.EXE	0x80036fe8	0x257e8	0x6b	string	byte-pattern		ascii	investigation:string-census	escaped text: $Id: intr.c,v 1.29 1994/10/14 01:04:07 suzu Exp $ : \tCopyright (C) by 1994 Sony Computer Entertainment Inc.
OPEN.EXE	0x80037053	0x25853	0x1	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x80037054	0x25854	0x30	string	byte-pattern		ascii	investigation:string-census	escaped text: $Id: pad.c,v 1.17 1994/10/14 01:04:10 suzu Exp $
OPEN.EXE	0x80037084	0x25884	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x80037088	0x25888	0x35	string	byte-pattern		ascii	investigation:string-census	escaped text: $Id: sys.c,v 1.89 1994/10/17 06:25:57 suzu Exp suzu $
OPEN.EXE	0x800370bd	0x258bd	0x3	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
OPEN.EXE	0x800370c0	0x258c0	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x800370c4	0x258c4	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x800370c8	0x258c8	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x800370cc	0x258cc	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x800370d0	0x258d0	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x800370d4	0x258d4	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x800370d8	0x258d8	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x800370dc	0x258dc	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x800370e0	0x258e0	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x800370e4	0x258e4	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x800370e8	0x258e8	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x800370ec	0x258ec	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x800370f0	0x258f0	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x800370f4	0x258f4	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
OPEN.EXE	0x800370f8	0x258f8	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
