# MANUALLY REVIEWED - project field declarations at dafd1048; AST extraction supplies coverage, not semantic verdicts.
declaration	record	field	datatype	verdict	finding	evidence	note
include/kf/magic.h:43	KfMagicRecord	charge_rate	u8	numeric		include/kf/magic.h:43;src/game/player_update.c:373	fixed6_ratio_step span while charging magic
include/kf/magic.h:44	KfMagicRecord	sounds	SoundRef[2]	aggregate		include/kf/magic.h:44;src/game/effect_dispatch.c:166;src/game/effect_dispatch.c:242;src/game/effect_dispatch.c:309;src/game/effect_dispatch.c:337;src/game/effect_dispatch.c:374;src/game/effect_dispatch.c:585;src/game/effect_pool.c:81;src/game/effect_pool.c:92;src/game/effect_pool.c:112;src/game/effect_pool.c:132;src/game/effect_pool.c:168;src/game/effect_pool.c:191;src/game/effect_pool.c:205;src/game/effect_pool.c:215;src/game/effect_pool.c:225;src/game/effect_pool.c:260;src/game/effect_pool.c:271;src/game/effect_pool.c:322;src/game/effect_pool.c:346;src/game/effect_pool.c:358;src/game/effect_pool.c:377;src/game/effect_pool.c:393;src/game/effect_update.c:86;src/game/effect_update.c:151	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/magic.h:45	KfMagicRecord	damage_components	u16[4]	numeric		include/kf/magic.h:45;src/game/effect_dispatch.c:172;src/game/effect_dispatch.c:173;src/game/effect_dispatch.c:174;src/game/effect_dispatch.c:179;src/game/effect_dispatch.c:180;src/game/effect_dispatch.c:189;src/game/effect_dispatch.c:190;src/game/effect_dispatch.c:191;src/game/effect_dispatch.c:204;src/game/effect_dispatch.c:205;src/game/effect_dispatch.c:419;src/game/effect_dispatch.c:465;src/game/effect_dispatch.c:466;src/game/effect_dispatch.c:470;src/game/effect_dispatch.c:471;src/game/effect_dispatch.c:612;src/game/effect_dispatch.c:613;src/game/effect_dispatch.c:616;src/game/effect_dispatch.c:617;src/game/effect_dispatch.c:685;src/game/effect_dispatch.c:686;src/game/effect_dispatch.c:690;src/game/effect_dispatch.c:691;src/game/effect_update.c:73;src/game/effect_update.c:74;src/game/effect_update.c:77;src/game/effect_update.c:78;src/game/effect_update.c:139;src/game/effect_update.c:140;src/game/effect_update.c:143;src/game/effect_update.c:144	four magic damage components, permuted by effect kind
include/kf/magic.h:46	KfMagicRecord	mp_cost	u16	numeric		include/kf/magic.h:46;src/game/menu_panels.c:141;src/game/menu_panels.c:143;src/game/player_update.c:358;src/game/player_update.c:360;src/game/player_update.c:426;src/game/player_update.c:428	compared with and subtracted from vitals.current_mp when casting
include/kf/magic.h:47	KfMagicRecord	unknown_12	u8[2]	unresolved		include/kf/magic.h:47	meaning unresolved
include/kf/magic.h:52	KfMagicTable	entries	KfMagicRecord[24]	aggregate		include/kf/magic.h:52;src/game/effect_dispatch.c:374;src/game/effect_dispatch.c:585;src/game/effect_dispatch.c:609;src/game/effect_pool.c:71;src/game/effect_pool.c:112;src/game/effect_pool.c:132;src/game/effect_pool.c:322;src/game/effect_pool.c:346;src/game/effect_pool.c:358;src/game/effect_pool.c:377;src/game/effect_pool.c:393;src/game/effect_pool.c:445;src/game/map_scripts.c:173;src/game/map_scripts.c:174;src/game/map_scripts.c:175;src/game/map_scripts.c:274;src/game/map_scripts.c:275;src/game/map_scripts.c:281;src/game/map_scripts.c:282;src/game/map_scripts.c:420;src/game/menu_panels.c:47;src/game/menu_panels.c:141;src/game/menu_panels.c:143;src/game/menu_select.c:243;src/game/player_death.c:358;src/game/player_death.c:359;src/game/player_death.c:362;src/game/player_death.c:363;src/game/player_death.c:366;src/game/player_death.c:367;src/game/player_death.c:612;src/game/player_update.c:391;src/game/player_update.c:395;src/game/player_update.c:399;src/game/player_update.c:408;src/game/player_update.c:417;src/game/save_system.c:380;src/game/save_system.c:631	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/magic.h:53	KfMagicTable	words	u32[120]	encoded_storage		include/kf/magic.h:53;src/game/magic.c:39;src/game/magic.c:40	Packed/aligned copy or address view of an owning object; type semantic members separately.
include/kf/map_data.h:57	KfMapGrid	cells	u8[100][100]	mixed_domain_candidate	F5	include/kf/map_data.h:57;src/game/actor.c:765;src/game/actor_behavior.c:1057;src/game/collision_grid.c:61;src/game/effect_dispatch.c:247;src/game/effect_dispatch.c:346;src/game/effect_dispatch.c:427;src/game/effect_map_collision.c:35;src/game/effect_map_collision.c:39;src/game/effect_update.c:201;src/game/effect_update.c:280;src/game/game.c:74;src/game/item.c:69;src/game/magic.c:99;src/game/magic.c:159;src/game/map_event.c:76;src/game/map_load.c:104;src/game/map_load.c:123;src/game/map_object.c:362;src/game/map_object.c:383;src/game/map_object.c:395;src/game/map_object_pool.c:55;src/game/map_object_pool.c:56;src/game/map_object_pool.c:57;src/game/map_object_pool.c:58;src/game/map_object_pool.c:62;src/game/map_object_pool.c:226;src/game/map_scripts.c:336;src/game/map_scripts.c:497;src/game/player_core.c:254;src/game/player_core.c:396;src/game/player_core.c:403;src/game/player_core.c:517;src/game/player_core.c:521;src/game/player_core.c:527;src/game/player_update.c:603;src/game/render_map_cells.c:53;src/game/render_map_cells.c:81;src/open/item.c:31;src/open/opening_entity_pool.c:74;src/open/render_map_cells.c:18;src/open/render_map_cells.c:30;docs/patterns/enum-field-review.md#f5	This layout is shared by numeric floor heights, occupancy count/flags and semantic map-attribute IDs. Only map_cell_attribute_grid should acquire a dedicated typed view.
include/kf/map_data.h:58	KfMapGrid	bytes	u8[10000]	mixed_domain_candidate	F5	include/kf/map_data.h:58;src/game/collision.c:78;src/game/collision.c:88;src/game/collision_grid.c:10;docs/patterns/enum-field-review.md#f5	Linear alias of the same mixed-purpose layout; attribute callers compare named pitfall/warp/hidden-door/missing IDs and also index mesh/height tables.
include/kf/map_data.h:59	KfMapGrid	words	u32[2500]	encoded_storage		include/kf/map_data.h:59;src/game/resources.c:173;src/game/resources.c:177;src/game/resources.c:181;src/open/resources.c:168;src/open/resources.c:172;src/open/resources.c:176	Packed/aligned copy or address view of an owning object; type semantic members separately.
include/kf/map_data.h:64	KfMapCollisionGrid	cells	KfMapCellKind[100][100]	typed_enum		include/kf/map_data.h:64;src/game/effect_map_collision.c:80;src/game/effect_map_collision.c:82;src/game/effect_map_collision.c:83;src/game/effect_map_collision.c:85;src/game/effect_map_collision.c:86;src/game/effect_map_collision.c:88;src/game/effect_map_collision.c:89;src/game/effect_map_collision.c:91;src/game/effect_map_collision.c:92;src/game/map_object_pool.c:60;src/game/map_object_pool.c:61;src/game/map_object_pool.c:84;src/game/map_object_pool.c:99;src/game/map_object_pool.c:104;src/game/map_object_pool.c:105;src/game/map_object_pool.c:108;src/game/map_object_pool.c:109;src/game/map_object_pool.c:112;src/game/map_object_pool.c:113;src/game/map_object_pool.c:116;src/game/map_object_pool.c:117;src/game/player_core.c:395;src/game/player_core.c:402;src/game/player_core.c:408;src/game/player_core.c:441;src/game/player_core.c:448;src/game/player_core.c:486	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/map_data.h:65	KfMapCollisionGrid	bytes	KfMapCellKind[10000]	typed_enum		include/kf/map_data.h:65;src/game/collision.c:67;src/game/collision_grid.c:12	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/map_data.h:66	KfMapCollisionGrid	words	u32[2500]	encoded_storage		include/kf/map_data.h:66;src/game/resources.c:183;src/open/resources.c:178	Packed/aligned copy or address view of an owning object; type semantic members separately.
include/kf/map_data.h:70	KfMapOrientationGrid	cells	KfMapOrientation[100][100]	typed_enum		include/kf/map_data.h:70;src/game/effect_map_collision.c:51;src/game/map_object_pool.c:59;src/game/render_map_cells.c:77;src/open/render_map_cells.c:26	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/map_data.h:71	KfMapOrientationGrid	bytes	KfMapOrientation[10000]	typed_enum		include/kf/map_data.h:71;src/game/collision_grid.c:13	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/map_data.h:72	KfMapOrientationGrid	words	u32[2500]	encoded_storage		include/kf/map_data.h:72;src/game/resources.c:179;src/open/resources.c:174	Packed/aligned copy or address view of an owning object; type semantic members separately.
include/kf/memory.h:22	KfMemoryAllocationState	cursor	u8 *	pointer		include/kf/memory.h:22;src/game/memory.c:45;src/game/memory.c:58;src/game/memory.c:59;src/game/memory.c:63;src/game/memory.c:88;src/game/memory.c:115;src/game/memory.c:118;src/game/resources.c:85;src/game/resources.c:195;src/open/opening_controller.c:75;src/open/resources.c:186;src/open/resources.c:212;src/open/resources.c:224;src/open/resources.c:249;src/open/resources.c:291	Address or pointer table; not a finite selector.
include/kf/memory.h:23	KfMemoryAllocationState	stack	u32[17]	encoded_storage		include/kf/memory.h:23;src/game/memory.c:44;src/game/memory.c:101;src/game/memory.c:102;src/game/memory.c:103;src/game/memory.c:110;src/game/memory.c:113;src/game/memory.c:114;src/open/opening_controller.c:74	Packed/aligned copy or address view of an owning object; type semantic members separately.
include/kf/memory.h:27	KfMemoryArena	start	u8 *	pointer		include/kf/memory.h:27;src/game/memory.c:45;src/game/memory.c:53;src/game/memory.c:58;src/open/opening_controller.c:76	Address or pointer table; not a finite selector.
include/kf/memory.h:28	KfMemoryArena	end	u8 *	pointer		include/kf/memory.h:28;src/game/memory.c:54;src/game/memory.c:59;src/game/memory.c:71	Address or pointer table; not a finite selector.
include/kf/memory.h:29	KfMemoryArena	allocation	KfMemoryAllocationState	aggregate		include/kf/memory.h:29;src/game/memory.c:44;src/game/memory.c:45;src/game/memory.c:58;src/game/memory.c:59;src/game/memory.c:63;src/game/memory.c:88;src/game/memory.c:101;src/game/memory.c:102;src/game/memory.c:103;src/game/memory.c:110;src/game/memory.c:113;src/game/memory.c:114;src/game/memory.c:115;src/game/memory.c:118;src/game/resources.c:85;src/game/resources.c:195;src/open/opening_controller.c:59;src/open/opening_controller.c:76;src/open/resources.c:186;src/open/resources.c:212;src/open/resources.c:224;src/open/resources.c:249;src/open/resources.c:291	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/notify.h:28	KfNotificationSprite	active	KfNotificationSpriteState	typed_enum		include/kf/notify.h:28;src/game/notify_queue.c:141;src/game/notify_queue.c:142;src/game/notify_queue.c:150;src/game/notify_queue.c:153;src/game/notify_queue.c:156;src/game/notify_queue.c:159;src/game/notify_queue.c:163;src/game/notify_queue.c:168;src/game/notify_queue.c:169;src/game/notify_queue.c:170;src/game/notify_queue.c:171;src/game/notify_queue.c:172;src/game/notify_queue.c:189;src/game/notify_queue.c:190;src/game/notify_queue.c:191;src/game/notify_queue.c:192;src/game/notify_queue.c:193;src/game/notify_queue.c:194;src/game/render_frame.c:136;src/game/render_frame.c:139;src/game/render_frame.c:146	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/notify.h:29	KfNotificationSprite	unknown_01	u8	unresolved		include/kf/notify.h:29	unread byte before the sprite descriptor
include/kf/notify.h:30	KfNotificationSprite	sprite	KfSpriteQuad	aggregate		include/kf/notify.h:30;src/game/notify_queue.c:143;src/game/notify_queue.c:145;src/game/notify_queue.c:152;src/game/notify_queue.c:155;src/game/notify_queue.c:158;src/game/notify_queue.c:161;src/game/notify_queue.c:164;src/game/notify_queue.c:166;src/game/render_frame.c:137;src/game/render_frame.c:140;src/game/render_frame.c:147	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/notify.h:38	KfNotificationDigitBuffer	formatted	s16[12]	encoded_content		include/kf/notify.h:38;src/game/notify_queue.c:149	Glyph, text, image or signature content; not a game selector.
include/kf/notify.h:39	KfNotificationDigitBuffer	values	u16[12]	encoded_content		include/kf/notify.h:39;src/game/notify_queue.c:152;src/game/notify_queue.c:155;src/game/notify_queue.c:158;src/game/notify_queue.c:161	Glyph, text, image or signature content; not a game selector.
include/kf/notify.h:44	KfNotificationControl	queue_tail	u8	numeric		include/kf/notify.h:44;src/game/notify_queue.c:21;src/game/notify_queue.c:95;src/game/notify_queue.c:97;src/game/notify_queue.c:98;src/game/notify_queue.c:99;src/game/notify_queue.c:130;src/game/render.c:256	read cursor, advanced modulo eight after the effect finishes
include/kf/notify.h:45	KfNotificationControl	queue_head	u8	numeric		include/kf/notify.h:45;src/game/notify_queue.c:23;src/game/notify_queue.c:64;src/game/render.c:257	write cursor, advanced modulo eight after an enqueue
include/kf/notify.h:46	KfNotificationControl	effect_phase	KfNotificationPhase	typed_enum		include/kf/notify.h:46;src/game/map_scripts.c:516;src/game/map_scripts.c:770;src/game/notify_queue.c:25;src/game/notify_queue.c:101;src/game/notify_queue.c:126;src/game/render.c:255	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/notify.h:47	KfNotificationControl	hold_frames	u8	numeric		include/kf/notify.h:47;src/game/notify_queue.c:27;src/game/notify_queue.c:137;src/game/notify_queue.c:177;src/game/notify_queue.c:178	countdown seeded with fifteen frames
include/kf/notify.h:48	KfNotificationControl	effect_angle_x	u16	numeric		include/kf/notify.h:48;src/game/notify_queue.c:29;src/game/notify_queue.c:136;src/game/notify_queue.c:185;src/game/notify_queue.c:186;src/game/notify_queue.c:188;src/game/render_frame.c:128	notification sprite X rotation advanced by 128 up to 512
include/kf/notify.h:53	KfNotificationState	message_payloads	u16[8]	numeric		include/kf/notify.h:53;src/game/notify_queue.c:68;src/game/notify_queue.c:148	parallel numeric payloads used only by message 0x13
include/kf/notify.h:54	KfNotificationState	control	KfNotificationControl	aggregate		include/kf/notify.h:54;src/game/map_scripts.c:516;src/game/map_scripts.c:770;src/game/notify_queue.c:19;src/game/notify_queue.c:64;src/game/notify_queue.c:94;src/game/notify_queue.c:95;src/game/notify_queue.c:126;src/game/notify_queue.c:130;src/game/notify_queue.c:136;src/game/notify_queue.c:137;src/game/notify_queue.c:177;src/game/notify_queue.c:178;src/game/notify_queue.c:185;src/game/notify_queue.c:186;src/game/notify_queue.c:188;src/game/render.c:255;src/game/render.c:256;src/game/render.c:257;src/game/render_frame.c:128	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:29	KfDisplayStateOpen	buffer_index	KfDisplayBuffer	typed_enum		include/kf/open_render.h:29;src/open/display_adjust.c:19;src/open/display_adjust.c:22;src/open/display_adjust.c:23;src/open/display_adjust.c:24;src/open/display_adjust.c:25;src/open/display_adjust.c:55;src/open/render.c:22;src/open/render.c:23;src/open/render.c:24;src/open/render.c:37;src/open/render.c:38;src/open/render_init.c:51	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/open_render.h:30	KfDisplayStateOpen	unknown_01	u8[3]	unresolved		include/kf/open_render.h:30	member of the display_state aggregate
include/kf/open_render.h:31	KfDisplayStateOpen	asset_load_buffer	void *	pointer		include/kf/open_render.h:31;src/open/opening_controller.c:50;src/open/opening_controller.c:55;src/open/render_init.c:54	Address or pointer table; not a finite selector.
include/kf/open_render.h:32	KfDisplayStateOpen	primitive_buffers	KfPrimitiveBuffer[2]	aggregate		include/kf/open_render.h:32;src/open/render.c:23;src/open/render_init.c:55;src/open/render_init.c:57;src/open/render_init.c:58;src/open/render_init.c:60	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:33	KfDisplayStateOpen	primitive_buffer	KfPrimitiveBuffer *	pointer		include/kf/open_render.h:33;src/open/opening_render.c:23;src/open/opening_render.c:25;src/open/opening_scenes.c:278;src/open/opening_scenes.c:279;src/open/opening_scenes.c:280;src/open/opening_scenes.c:281;src/open/render.c:23;src/open/render.c:26;src/open/render_init.c:171;src/open/render_init.c:173;src/open/render_init.c:174;src/open/render_init.c:175;src/open/sprite_add_ft4.c:8;src/open/sprite_add_ft4.c:10;src/open/sprite_add_ft4.c:42;src/open/sprite_add_ft4.c:44	Address or pointer table; not a finite selector.
include/kf/open_render.h:34	KfDisplayStateOpen	ordering_tables	KfOrderingTable[2]	aggregate		include/kf/open_render.h:34;src/open/render.c:24	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:39	KfTmdStateOpen	slots	KfTmdHeader *[2]	pointer		include/kf/open_render.h:39;src/open/render.c:45;src/open/render.c:213	Address or pointer table; not a finite selector.
include/kf/open_render.h:40	KfTmdStateOpen	current_asset	KfTmdHeader *	pointer		include/kf/open_render.h:40;src/open/render.c:45;src/open/render.c:51;src/open/render.c:64;src/open/render.c:107;src/open/render.c:109;src/open/render.c:115;src/open/render.c:213;src/open/render_map.c:22;src/open/render_map.c:34;src/open/render_tmd.c:20;src/open/render_tmd.c:22;src/open/render_unlit.c:10	Address or pointer table; not a finite selector.
include/kf/open_render.h:45	KfRenderStateOpen	view_matrix	MATRIX	aggregate		include/kf/open_render.h:45;src/open/entity_render.c:48;src/open/entity_render.c:49;src/open/entity_render.c:61;src/open/entity_render.c:121;src/open/entity_render.c:122;src/open/entity_render.c:132;src/open/render.c:82;src/open/render_map_cells.c:44;src/open/render_map_cells.c:45;src/open/render_map_cells.c:48	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:46	KfRenderStateOpen	pitch_matrix	MATRIX	aggregate		include/kf/open_render.h:46;src/open/entity_render.c:136;src/open/render.c:86	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:47	KfRenderStateOpen	light_matrix	MATRIX	aggregate		include/kf/open_render.h:47;src/open/entity_render.c:60;src/open/opening_scenes.c:718;src/open/render_init.c:72;src/open/render_init.c:73;src/open/render_init.c:74;src/open/render_init.c:75;src/open/render_init.c:76;src/open/render_init.c:77;src/open/render_init.c:78;src/open/render_init.c:79;src/open/render_init.c:80;src/open/render_init.c:82;src/open/render_init.c:86;src/open/render_init.c:90;src/open/render_init.c:94	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:48	KfRenderStateOpen	fog_near_distance	s32	numeric		include/kf/open_render.h:48;src/open/matrix.c:58;src/open/matrix.c:65;src/open/render_init.c:162	member of the render_state aggregate
include/kf/open_render.h:49	KfRenderStateOpen	view_position	VECTOR	aggregate		include/kf/open_render.h:49;src/open/entity_render.c:50;src/open/entity_render.c:51;src/open/entity_render.c:52;src/open/entity_render.c:123;src/open/entity_render.c:124;src/open/entity_render.c:125;src/open/render.c:75;src/open/render.c:76;src/open/render.c:77;src/open/render_map_cells.c:30	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:50	KfRenderStateOpen	view_rotation	SVECTOR	aggregate		include/kf/open_render.h:50;src/open/render.c:80;src/open/render.c:82;src/open/render.c:85;src/open/render_map_cells.c:69	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:51	KfRenderStateOpen	view_cell	struct KfVecXZs	aggregate		include/kf/open_render.h:51;src/open/entity_render.c:154;src/open/entity_render.c:155;src/open/render.c:76;src/open/render.c:77;src/open/render_map_cells.c:72;src/open/render_map_cells.c:73	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:52	KfRenderStateOpen	quadrant_matrices	MATRIX[4]	aggregate		include/kf/open_render.h:52;src/open/render_init.c:65;src/open/render_init.c:67;src/open/render_init.c:69;src/open/render_init.c:71;src/open/render_init.c:83;src/open/render_init.c:87;src/open/render_init.c:91;src/open/render_init.c:95;src/open/render_map_cells.c:49	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:57	KfSpriteMaterial	clut	u16	packed_gpu		include/kf/open_render.h:57;src/open/entity_render.c:186;src/open/render_sprite.c:36	GPU texture/color/address/coordinate encoding; numeric components and independent mode bits share storage.
include/kf/open_render.h:58	KfSpriteMaterial	tpage	u16	packed_gpu		include/kf/open_render.h:58;src/open/entity_render.c:182;src/open/render_sprite.c:37	GPU texture/color/address/coordinate encoding; numeric components and independent mode bits share storage.
include/kf/open_render.h:59	KfSpriteMaterial	color	CVECTOR	aggregate		include/kf/open_render.h:59;src/open/entity_render.c:183;src/open/entity_render.c:184;src/open/opening_scenes.c:778;src/open/opening_scenes.c:779;src/open/opening_scenes.c:780;src/open/opening_scenes.c:860;src/open/opening_scenes.c:861;src/open/opening_scenes.c:862;src/open/opening_scenes.c:863;src/open/opening_scenes.c:864;src/open/opening_scenes.c:865;src/open/render_sprite.c:47;src/open/render_sprite.c:51;src/open/render_unlit.c:54;src/open/render_unlit.c:55;src/open/render_unlit.c:56	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:64	KfFloorItemStateOpen	material	KfSpriteMaterial	aggregate		include/kf/open_render.h:64;src/open/entity_render.c:182;src/open/entity_render.c:183;src/open/entity_render.c:184;src/open/entity_render.c:186;src/open/opening_scenes.c:778;src/open/opening_scenes.c:779;src/open/opening_scenes.c:780;src/open/opening_scenes.c:860;src/open/opening_scenes.c:861;src/open/opening_scenes.c:862;src/open/opening_scenes.c:863;src/open/opening_scenes.c:864;src/open/opening_scenes.c:865;src/open/render_sprite.c:36;src/open/render_sprite.c:37;src/open/render_sprite.c:47;src/open/render_sprite.c:51;src/open/render_unlit.c:54;src/open/render_unlit.c:55;src/open/render_unlit.c:56	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:65	KfFloorItemStateOpen	unknown_08	u8[6]	unresolved		include/kf/open_render.h:65	unresolved bytes between the material and floor-item texture selectors
include/kf/open_render.h:66	KfFloorItemStateOpen	texture_clut	u16	packed_gpu		include/kf/open_render.h:66;src/open/entity_render.c:186;src/open/render_init.c:100	GPU texture/color/address/coordinate encoding; numeric components and independent mode bits share storage.
include/kf/open_render.h:67	KfFloorItemStateOpen	texture_tpage	u16	packed_gpu		include/kf/open_render.h:67;src/open/entity_render.c:185;src/open/render_init.c:97	GPU texture/color/address/coordinate encoding; numeric components and independent mode bits share storage.
include/kf/open_render.h:68	KfFloorItemStateOpen	count	u16	numeric		include/kf/open_render.h:68;src/open/entity_render.c:188;src/open/item.c:13;src/open/item.c:16;src/open/render_init.c:61	number of loaded floor-item placements; traversal narrows count-minus-one to s16
include/kf/open_render.h:69	KfFloorItemStateOpen	unknown_14	u8[4]	unresolved		include/kf/open_render.h:69	unresolved bytes before the runtime record pool
include/kf/open_render.h:70	KfFloorItemStateOpen	items	KfFloorItem[64]	aggregate		include/kf/open_render.h:70;src/open/entity_render.c:187;src/open/item.c:19	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:75	KfGraphicsRuntimeOpen	display_state	KfDisplayStateOpen	aggregate		include/kf/open_render.h:75;src/open/display_adjust.c:19;src/open/display_adjust.c:22;src/open/display_adjust.c:23;src/open/display_adjust.c:24;src/open/display_adjust.c:25;src/open/display_adjust.c:55;src/open/opening_controller.c:50;src/open/opening_controller.c:55;src/open/opening_render.c:23;src/open/opening_render.c:25;src/open/opening_scenes.c:278;src/open/opening_scenes.c:279;src/open/opening_scenes.c:280;src/open/opening_scenes.c:281;src/open/render.c:22;src/open/render.c:23;src/open/render.c:24;src/open/render.c:26;src/open/render.c:37;src/open/render.c:38;src/open/render_init.c:51;src/open/render_init.c:54;src/open/render_init.c:55;src/open/render_init.c:57;src/open/render_init.c:58;src/open/render_init.c:60;src/open/render_init.c:171;src/open/render_init.c:173;src/open/render_init.c:174;src/open/render_init.c:175;src/open/sprite_add_ft4.c:8;src/open/sprite_add_ft4.c:10;src/open/sprite_add_ft4.c:42;src/open/sprite_add_ft4.c:44	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:76	KfGraphicsRuntimeOpen	ordering_table	u32 *	pointer		include/kf/open_render.h:76;src/open/opening_render.c:47;src/open/opening_scenes.c:335;src/open/render.c:24;src/open/render.c:25;src/open/render.c:39;src/open/render_map.c:78;src/open/render_map.c:113;src/open/render_sprite.c:55;src/open/render_tmd.c:73;src/open/render_tmd.c:105;src/open/render_tmd.c:137;src/open/render_tmd.c:173;src/open/render_tmd.c:211;src/open/render_tmd.c:254;src/open/render_tmd.c:287;src/open/render_tmd.c:326;src/open/render_tmd.c:356;src/open/render_tmd.c:394;src/open/render_tmd.c:425;src/open/render_tmd.c:458;src/open/render_unlit.c:93;src/open/sprite_add_ft4.c:34;src/open/sprite_add_ft4.c:58	Address or pointer table; not a finite selector.
include/kf/open_render.h:77	KfGraphicsRuntimeOpen	display_draw_environments	DRAWENV[2]	aggregate		include/kf/open_render.h:77;src/open/display_adjust.c:17;src/open/display_adjust.c:18;src/open/display_adjust.c:23;src/open/display_adjust.c:24;src/open/display_adjust.c:55;src/open/display_adjust.c:56;src/open/display_adjust.c:57;src/open/opening_scenes.c:640;src/open/opening_scenes.c:645;src/open/opening_scenes.c:677;src/open/opening_scenes.c:680;src/open/render.c:37;src/open/render_init.c:109;src/open/render_init.c:120;src/open/render_init.c:129;src/open/render_init.c:137;src/open/render_init.c:138;src/open/render_init.c:139;src/open/render_init.c:140;src/open/render_init.c:141;src/open/render_init.c:142;src/open/render_init.c:143;src/open/render_init.c:144;src/open/render_init.c:145	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:78	KfGraphicsRuntimeOpen	display_disp_environments	DISPENV[2]	aggregate		include/kf/open_render.h:78;src/open/display_adjust.c:22;src/open/display_adjust.c:25;src/open/render.c:38;src/open/render_init.c:123;src/open/render_init.c:135;src/open/render_init.c:148	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:79	KfGraphicsRuntimeOpen	unknown_20108	u8[8]	unresolved		include/kf/open_render.h:79	unclassified interval within the independently cleared region
include/kf/open_render.h:80	KfGraphicsRuntimeOpen	tmd_state	KfTmdStateOpen	aggregate		include/kf/open_render.h:80;src/open/render.c:45;src/open/render.c:51;src/open/render.c:64;src/open/render.c:107;src/open/render.c:109;src/open/render.c:115;src/open/render.c:213;src/open/render_map.c:22;src/open/render_map.c:34;src/open/render_tmd.c:20;src/open/render_tmd.c:22;src/open/render_unlit.c:10	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:81	KfGraphicsRuntimeOpen	unknown_2011c	u8[4]	unresolved		include/kf/open_render.h:81	unclassified interval within the independently cleared region
include/kf/open_render.h:82	KfGraphicsRuntimeOpen	current_tmd_vertices	KfPackedSVector *	pointer		include/kf/open_render.h:82;src/open/render.c:57;src/open/render.c:63;src/open/render.c:238;src/open/render.c:260;src/open/render.c:282;src/open/render.c:302	Address or pointer table; not a finite selector.
include/kf/open_render.h:83	KfGraphicsRuntimeOpen	unknown_20124	u8[20]	unresolved		include/kf/open_render.h:83	unclassified interval within the independently cleared region
include/kf/open_render.h:84	KfGraphicsRuntimeOpen	tmd_projected_vertices	KfScreenVertex[1000]	aggregate		include/kf/open_render.h:84;src/open/render.c:237;src/open/render.c:259;src/open/render.c:281;src/open/render.c:301;src/open/render_map.c:37;src/open/render_tmd.c:31;src/open/render_tmd.c:71;src/open/render_tmd.c:103;src/open/render_tmd.c:135;src/open/render_tmd.c:171;src/open/render_tmd.c:209;src/open/render_tmd.c:252;src/open/render_tmd.c:285;src/open/render_tmd.c:324;src/open/render_tmd.c:354;src/open/render_tmd.c:392;src/open/render_tmd.c:423;src/open/render_tmd.c:456;src/open/render_unlit.c:20;src/open/render_unlit.c:90	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:85	KfGraphicsRuntimeOpen	unknown_22078	u8[8040]	unresolved		include/kf/open_render.h:85	unclassified interval within the independently cleared region
